group_key,total,variants,unique_msgs,top_members,sizes,colors,units,merged_stems
вентилятор диффузор,3,3,3,вентилятор + диффузор(1) | диффузор к вентилятору(1) | диффузор с вентилятором 125(1),125:1,,шт:3,
вентилятор канальн,3,3,3,вентилятор канальный(1) | канальный вентилятор(1) | канальный вентилятор 100мм(1),100:1,,шт:3,
вентилятор эклипс,3,3,3,вентилятора к эклипс(1) | эклипс + вентилятор(1) | эклипс с вентилятором(1),,,шт:3,
вентиляционн кольц решетк,3,2,3,вентиляционная решетка белая 100 мм с кольцом(2) | вентиляционная решетка с кольцом 125(1),"100:2, 125:1",белая:2,шт:3,
без вставк хлястик,3,1,3,вставка без хлястика(3),,,м:3,
вставк грибок разделител,3,2,3,вставка в разделитель грибок белая(2) | вставка грибок в разделитель(1),,белая:2,м:3,
вставк профил разделительн,3,3,3,вставка в разделительный профиль(1) | вставка в разделительный профиль белая(1) | профиль разделительный со вставкой(1),,белая:1,м:3,
вставк грибок разделок,3,3,3,вставка в разделок ( грибок)(1) | вставка в разделок грибок(1) | вставка в разделок грибок белая(1),,белая:1,м:3,
вставк рассеивател,3,3,3,вставка в рассеиватель(1) | вставка и рассеиватель белый(1) | вставка рассеиватель(1),,белый:1,"м:2, —:1",
вставк цвет,3,3,3,вставка в цвет(1) | вставка в цвет 501(1) | вставка цвет 501(1),501:2,,"—:2, м:1",
вставк лент пк,3,3,3,вставка для ленты для пк 14(1) | вставка для ленты к пк 14(1) | вставка для ленты на пк 14(1),14:3,,м:3,
вставк нем,3,3,3,вставка к нему(1) | вставка к нему белый(1) | вставку к нему(1),,белый:1,"—:2, м:1",
вставк кл,3,1,3,вставка кл(3),,,м:3,
pvc вставк маскировочн,3,2,3,вставка маскировочная pvc 8 черная(2) | вставка маскировочная pvc 8 белая(1),8:3,"черная:2, белая:1",м:3,
вставк периметр потолк,3,2,3,вставка по периметру потолков(2) | вставка по периметру потолка(1),,,—:3,
вставк образн,3,2,3,вставка т-образная(2) | вставка т образная(1),,,"—:2, м:1",
вставк гардин флекс,3,3,3,вставка черная в гардину флекси 2 05(1) | вставку в гардину флекси(1) | черная вставка в гардину флекси(1),"2:1, 05:1",черная:2,м:3,
вставк запас периметр,3,2,3,вставку по периметру с запасом(2) | вставку по периметру запасом(1),,,"—:2, м:1",
гардин черны,3,3,3,"гардина 2.05 черные 2.2(1) | гардина2 05 3,2м черные(1) | гардины 05 черные 3.2 метра(1)","05:2, 2.05:1, 2.2:1, 2:1, 3,2:1, 3.2:1",,"шт:2, палка:1",
гардин улайн,3,3,3,"гардина улайн белая 2м(1) | гардина улайн чёрная 3,2 метра(1) | гардина улайн чёрная 3,2м(1)","3,2:2, 2:1","чёрная:2, белая:1",шт:3,
kd гарпун,3,1,3,гарпун kd2(3),2:3,,—:3,
гарпун двойн пк,3,3,3,гарпун двойной на пк(1) | гарпун двойной на пк 14(1) | двойной гарпун пк 14(1),14:2,,м:3,
гарпун обычн пвх,3,2,3,гарпун обычный матовый пвх(2) | гарпун обычный матовый пвх 167 × 135 см(1),"167:1, 135:1",матовый:3,"—:2, шт:1",
багет гарпун обычн пластиков,3,1,3,гарпун под обычный пластиковый багет(3),,,—:3,
гарпун классик,3,3,3,гарпун черный классик(1) | классик белый гарпун(1) | мат классик гарпун(1),,"черный:1, белый:1, мат:1",—:3,
гвозд профил соединени,3,3,3,гвозди для соединения профилей 2x40 мм 100 шт(1) | гвозди для соединения профилей 2×40 мм(1) | гвозди для соединения профилей 2×40 мм 100 шт(1),"100:2, 2×40:2, 2x40:1",,"уп:2, шт:1",
bk denkirs tr гибк,3,1,3,гибкий коннектор denkirs tr2103-bk(3),2103:3,,шт:3,
готик периметр,3,1,3,готика по периметру(3),,,—:3,
грибок разделител,3,2,3,грибок в разделитель(2) | грибок в разделитель черный(1),,черный:1,м:3,
грид рассеивател,3,2,3,грид 115 + рассеиватель(2) | рассеиватель для грид(1),115:2,,м:3,
дав,3,1,3,давай(3),,,"шт:2, м:1",
гарпун двойн лини светов,3,2,3,двойной гарпун (для световых линиий)(2) | двойной гарпун для световых линиий(1),,,шт:3,
вставк декоративн,3,3,3,декоративная вставка(1) | декоративная вставка т(1) | декоративной вставки(1),,,м:3,
hanov демонтажн кнд набор,3,1,3,демонтажный набор hanov кнд(3),,,"—:2, шт:1",
гардин демпфер,3,2,3,демпфер на гардину р 70(2) | демпфер к гардине(1),70:2,,м:3,
дескор отрез тепл,3,2,3,отрез дескор теплый 265*440(2) | дескор теплый 5.10*9.60 отрез(1),"265*440:2, 5.10:1, 9.60:1",,"—:2, шт:1",
димер,3,2,3,димер(2) | димер чёрный(1),,чёрный:1,"шт:2, —:1",
dlt диодк,3,2,3,диодка dlt 24v 19.8w 4000k(2) | диодка dlt 24v 6w 4000k(1),"24:3, 4000:3, 19.8:2, 6:1",,—:3,
eleganz rgb диодк,3,1,3,"диодка eleganz 24v 14,4w rgb(3)","24:3, 14,4:3",,—:3,
ватт диодк думлайт нейтрал,3,3,3,"диодка думлайт 19 ватт нейтрал(1) | диодка думлайт 6 ватт нейтрал(1) | диодка думлайт нейтрал 9,6 ватт(1)","19:1, 6:1, 9,6:1",,—:3,
диффузор тенев юлайн,3,2,3,диффузор теневой юлайн(2) | теневой диффузор юлайн 100(1),100:1,,шт:3,
сюд,3,3,3,добавьте сюда :(1) | сюда(1) | сюда на завтра на 9:00(1),"9:1, 00:1",,—:3,
гвозд дюбел,3,3,3,дюбель гвоздь(1) | дюбель гвоздь 6/40(1) | дюбель-гвозди(1),6/40:1,,"шт:2, —:1",
евр краб потолочн,3,2,3,потолочный евро краб(2) | евро краб потолочный(1),,,м:3,
бокс еврокраб,3,1,3,еврокраб бокс(3),,,м:3,
еврокраб стен,3,1,3,еврокраб стена(3),,,м:3,
евротенев пвх,3,3,3,"евротеневой пвх(1) | евротеневой пвх 50 м(1) | пвх евротеневой 2,5(1)","50:1, 2,5:1",,"м:2, —:1",
был вашим все данным,3,1,3,"если это были не вы, перейдите в профиль → устройства → завершить все сессии, кроме текущей, чтобы предотвратить нежелательный доступ к вашим данным, перепискам и звонкам(3)",,,—:3,
ест,3,3,3,есть(1) | есть 2 штуки(1) | есть?(1),2:1,,"шт:2, —:1",
ешк потолочн,3,3,3,ешка потолочная(1) | ешка потолочная белая(1) | ешка потолочная белая 3*2.5(1),"3*2:1, 5:1",белая:2,м:3,
заглушк карниз,3,3,3,заглушка для карниз(1) | заглушка карниза(1) | заглушки на карниз п70(1),70:1,,"компл:2, шт:1",
заглушк лин светов,3,3,3,заглушка для световой линии 20 мм(1) | заглушка для световой линии 30 мм(1) | заглушки для световых линий(1),"20:1, 30:1",,"компл:2, шт:1",
заглушк черны,3,1,3,заглушки черные(3),,,"компл:1, шт:1, пара:1",
без вырез закл фанер,3,3,3,закл из фанеры без выреза 15*21см(1) | закл из фанеры без выреза 15на21(1) | закл из фанеры без выреза 20*15(1),"15*21:1, 15:1, 21:1, 20*15:1",,"шт:2, —:1",
бэйз закл,3,2,2,закл под бэйз2 белый(2) | закл под бэйз2(1),2:3,белый:2,"шт:2, —:1",
вытяжк закл,3,1,3,закл под вытяжку 105(3),105:3,,шт:3,
закл светильник унив,3,1,3,закл под светильник унив(3),,,"шт:2, —:1",
закл универсал,3,2,3,закл универсал(2) | закл под т.с универсал(1),,,шт:3,
заклад люстр фанер,3,2,3,заклад люстра фанера(2) | заклад для люстры фанера(1),,,шт:3,
закладн кольц,3,3,2,закладная +кольцо 120(1) | закладная 90 и кольца(1) | закладная+ кольцо 80(1),"120:1, 90:1, 80:1",,шт:3,
датчик закладн фанер,3,3,3,закладная для датчика фанера(1) | закладная из фанеры под датчик(1) | закладная под датчик из фанеры(1),,,шт:3,
дерев закладн люстр,3,2,3,закладная под люстру дерево(2) | закладная люстра дерево(1),,,шт:3,
закладн люстр мин,3,2,3,закладная мини люстра(2) | закладная под мини люстру(1),,,"шт:2, —:1",
вентелятор закладн,3,2,3,закладных под вентелятор(2) | закладная под вентелятор(1),,,шт:3,
вентилятор вырез закладн фанер,3,2,3,закладная под вентилятор фанера с вырезом 120мм(2) | закладная под вентилятор из фанеры 250*250мм вырез 125(1),"120:2, 250*250:1, 125:1",,шт:3,
