raw_name,total_count,unique_msgs,high,medium,low,top_units
"отрезы мат мсд цвет 307 2,84 * 2,0",2,2,2,0,0,шт:2
"отрезы мат мсд цвет 307 3,3 *3,2",2,2,2,0,0,шт:2
очиститель клея,2,2,2,0,0,шт:2
пакеты майка,2,2,2,0,0,—:2
палку,2,1,0,1,1,"шт:1, палка:1"
парящего,2,2,0,2,0,"м:1, —:1"
парящий flexy fly 02 черный,2,2,2,0,0,м:2
парящий альтеза черная,2,2,2,0,0,м:2
парящий белый флай 02,2,2,2,0,0,м:2
парящий борз черный,2,1,2,0,0,"м.п.:1, м:1"
парящий профиль slott villar base черный,2,2,2,0,0,"м:1, м.п:1"
парящий профиль с подсветкой стен,2,1,2,0,0,"м:1, м.п:1"
парящий флай 02 черный,2,2,2,0,0,м:2
парящий флай 02 чёрный,2,2,2,0,0,м:2
"парящий флай 2,0 с рассеивателем",2,2,2,0,0,"м:1, —:1"
парящий флай02 черный + рассеиватель,2,2,2,0,0,м:2
парящий флекси 02,2,2,2,0,0,м:2
парящий флекси 02 белый,2,2,2,0,0,м:2
парящий черный флай 01,2,2,2,0,0,м:2
пачки крючков,2,2,1,0,1,"—:1, пачка:1"
пвх вент решетка 100,2,2,2,0,0,шт:2
пвх профиль стеновой,2,2,2,0,0,м:2
пдк 80,2,2,2,0,0,м:2
пдк черный + рассеиватель,2,2,2,0,0,м:2
пдк60,2,2,2,0,0,м:2
периметр этого потолка,2,2,0,0,2,—:2
перо по керамике,2,2,2,0,0,шт:2
пертачки нейлон,2,1,2,0,0,"пара:1, шт:1"
перчатки белые,2,2,2,0,0,"пара:1, пары:1"
перчатки белые обычные,2,2,2,0,0,"пара:1, —:1"
перчатки белые хб,2,2,2,0,0,"пар:1, пачка:1"
перчатки х/б,2,2,2,0,0,пара:2
перчаток,2,2,2,0,0,"пара:1, пачка:1"
петля заглушка,2,2,2,0,0,шт:2
пирамиды переходник с 125мм на 100,2,2,2,0,0,шт:2
пк 14 2 метра,2,2,2,0,0,шт:2
"пк 14 2,5 м",2,2,2,0,0,шт:2
"пк 14 2,5м",2,2,2,0,0,"шт:1, —:1"
"пк 14 2,6м",2,2,2,0,0,шт:2
пк 14 3 метра,2,2,2,0,0,шт:2
"пк 14 3,2 м",2,2,2,0,0,шт:2
"пк 14 3,6",2,2,2,0,0,"шт:1, палка:1"
"пк 14 3,60",2,2,2,0,0,шт:2
пк 14 3.2 метра,2,2,2,0,0,шт:2
пк 14 3.20,2,2,2,0,0,шт:2
пк 14 бел 3.2,2,2,2,0,0,шт:2
пк 14 белый 2м,2,2,1,1,0,"шт:1, —:1"
пк 15 2.5м,2,2,2,0,0,шт:2
"пк 15 3,2 метра",2,2,2,0,0,шт:2
пк 15 двухрядная 3.2 м,2,1,2,0,0,"палка:1, шт:1"
пк 15 черная 3.2 м,2,2,2,0,0,шт:2
пк 3.2,2,2,2,0,0,"—:1, шт:1"
пк 5 3.2,2,2,1,1,0,шт:2
"пк-12 3,6 м",2,2,2,0,0,шт:2
пк-14,2,2,2,0,0,шт:2
"пк-14 2,5м.п",2,2,2,0,0,шт:2
пк-14 2м.п,2,2,2,0,0,шт:2
"пк-14 3,2м.п",2,2,2,0,0,шт:2
пк-14 по 3м,2,2,2,0,0,шт:2
"пк14 2,5м",2,2,2,0,0,шт:2
пк14 2.5м,2,2,2,0,0,шт:2
"пк14 3,2 метра",2,2,2,0,0,шт:2
пк14 3.4м,2,2,2,0,0,шт:2
пк14 белые 2м,2,2,2,0,0,шт:2
пк14 белый 2 м,2,2,2,0,0,шт:2
пк14 белый 2.5м,2,2,2,0,0,шт:2
"пк14 белый 3,2 м",2,2,2,0,0,шт:2
пк14 белый 3.2м,2,2,2,0,0,"шт:1, —:1"
пк14 белый 3м,2,2,2,0,0,"шт:1, —:1"
пк14 черн 2 м.п,2,2,2,0,0,палка:2
пк14 черный 2м,2,2,2,0,0,шт:2
пк15 2.5м,2,2,2,0,0,шт:2
пк15 3.20 белая,2,2,2,0,0,шт:2
пк15 белая,2,2,2,0,0,м:2
"пкшку 2х рядную черную 3,2",2,1,0,2,0,"—:1, шт:1"
пластик 10мм 100 на 50 см,2,1,1,1,0,"шт:1, —:1"
пластик 3 мм 50*50,2,2,2,0,0,"шт:1, —:1"
пластик 50х50х10,2,2,2,0,0,шт:2
пластина быстрый монтаж,2,2,2,0,0,шт:2
платформ 90мм,2,2,2,0,0,—:2
платформ под светильники,2,2,2,0,0,шт:2
платформа,2,2,1,0,1,"шт:1, —:1"
платформа 115,2,2,2,0,0,шт:2
платформа 115-155,2,2,1,1,0,"—:1, шт:1"
платформа 115/155,2,2,2,0,0,шт:2
платформа 90 мм для светильников,2,2,2,0,0,шт:2
платформа для вентилятора 100 мм,2,2,2,0,0,шт:2
платформа для люстры до 15 кг,2,2,1,1,0,"шт:1, —:1"
платформа для пожарных датчиков,2,2,2,0,0,шт:2
платформа для светилька 90 мм,2,2,2,0,0,шт:2
платформа закладная круглая универсальная быстрый монтаж d60-110 мм,2,2,2,0,0,"шт:1, —:1"
платформа из фанеры 12 мм под датчик/светильник d120 мм вырез d30 мм,2,2,2,0,0,шт:2
платформа люстра 200,2,2,2,0,0,шт:2
платформа под gx53-43шт,2,2,0,0,2,—:2
платформа под вентилятор 100 мм,2,2,2,0,0,шт:2
платформа под датчик + кольцо д30,2,2,2,0,0,—:2
платформа под датчик фанера,2,2,2,0,0,шт:2
платформа под люстру (фанера),2,2,1,0,1,"—:1, шт:1"
платформа под люстру 200 мм круглая,2,2,2,0,0,шт:2
платформа под люстру маленькая,2,2,2,0,0,шт:2
платформа под люстру универсальная,2,2,1,1,0,шт:2
платформа под люстры d200мм,2,2,2,0,0,шт:2
платформа под светильник,2,2,2,0,0,"м:1, шт:1"
платформа под светильник 55-105,2,2,2,0,0,шт:2
платформа под светильник 90 мм,2,2,2,0,0,шт:2
платформа под светильники,2,2,2,0,0,шт:2
платформа под спот,2,2,2,0,0,шт:2
платформа фанера под люстру,2,2,2,0,0,шт:2
платформы 110-150,2,2,2,0,0,шт:2
платформы и кольца 90,2,2,2,0,0,шт:2
платформы под люстру стандарт,2,2,2,0,0,шт:2
платформы под подарку,2,2,2,0,0,шт:2
платформы под пожарки,2,2,2,0,0,шт:2
платформы под светильник 90,2,2,2,0,0,шт:2
платформы универс,2,2,2,0,0,шт:2
платформы универсальные 65-105,2,2,2,0,0,шт:2
платформы универсальные для светильников,2,2,2,0,0,шт:2
платформы универсальные под светильники,2,2,2,0,0,"—:1, шт:1"
платформы х90,2,2,2,0,0,шт:2
пленка mask,2,2,2,0,0,шт:2
пленка укрывая,2,2,2,0,0,шт:2
пленка укрывочная,2,2,2,0,0,шт:2
пленки,2,2,2,0,0,м:2
"пленки укрывной 2,7х20м",2,2,2,0,0,уп:2
пленку на стены укрывную с малярной лентой на краю высота 3.3,2,1,0,2,0,"шт:1, —:1"
пленку укрывную,2,2,2,0,0,"шт:1, рулон:1"
плинтус,2,2,0,0,2,—:2
площадка,2,1,2,0,0,"—:1, шт:1"
площадка для люстры,2,2,2,0,0,шт:2
площадка под пожарку,2,2,2,0,0,шт:2
площадки,2,2,2,0,0,шт:2
площадки для крепления провода,2,2,2,0,0,пачка:2
площадки для спотов д75мм,2,2,2,0,0,шт:2
площадки под светильники,2,2,2,0,0,шт:2
площадку под пожарку,2,2,2,0,0,шт:2
плёнку укрывную,2,2,2,0,0,шт:2
по 2 м,2,2,0,0,2,шт:2
повес,2,2,2,0,0,шт:2
погонных метра,2,2,0,0,2,м:2
под люстру фанера платформа,2,1,0,2,0,"шт:1, —:1"
подвес 0.09,2,2,2,0,0,шт:2
подвес мяг,2,2,2,0,0,"шт:1, —:1"
"подвес прямой 0,7 мм",2,2,2,0,0,шт:2
"подвес прямой 0,7мм-15шт",2,2,0,0,2,—:2
подвес прямой 0.07x300 мм,2,2,2,0,0,шт:2
подвес прямой 30 см,2,2,2,0,0,шт:2
подвес07,2,2,2,0,0,"шт:1, коробка:1"
подвес08,2,2,2,0,0,—:2
подвесов 07,2,2,2,0,0,"коробка:1, шт:1"
подвесы (мягкие),2,2,2,0,0,шт:2
"подвесы 0,7 мм",2,2,2,0,0,шт:2
"подвесы 0,7мм",2,2,2,0,0,шт:2
подвесы 0.07*300,2,2,2,0,0,шт:2
подвесы 0.9мм,2,2,2,0,0,шт:2
подвесы 09,2,2,2,0,0,шт:2
подвесы 7мм,2,2,2,0,0,шт:2
подвесы обычные,2,2,2,0,0,шт:2
подвесы стандартные,2,2,2,0,0,шт:2
подвесы тонкие,2,2,2,0,0,шт:2
подвесы тяжелые,2,2,2,0,0,шт:2
подробнее на сайте:  *,2,2,0,0,2,—:2
пожарки,2,2,2,0,0,шт:2
поликарбонатный рассеиватель,2,2,2,0,0,м:2
полоски 10*273,2,2,2,0,0,шт:2
полоски 25*273,2,2,2,0,0,шт:2
полотна msd matte classic 303 белый до 320 см,2,2,2,0,0,шт:2
полотна msd premium белый мат,2,2,0,2,0,—:2
полотна бауф,2,2,1,0,1,"шт:1, —:1"
полотна бауф 205,2,2,0,2,0,"—:1, шт:1"
полотна бауф 270,2,2,0,2,0,—:2
полотна бауф кд2,2,2,0,2,0,—:2
полотна мат бауф на эко мини,2,2,0,2,0,—:2
полотна матовые,2,1,0,1,1,"шт:1, —:1"
полотна матовые обычные,2,2,1,1,0,—:2
"полотно 0,76х1,56 полупрозрачное гарпун чёрный",2,2,0,2,0,шт:2
"полотно 1,07*0,88",2,1,1,1,0,"—:1, шт:1"
"полотно 1,71*1,79",2,1,1,1,0,"—:1, шт:1"
полотно 118х114см прямоугольник,2,1,1,1,0,"—:1, шт:1"
полотно 190х150см прямоугольник,2,1,1,1,0,"—:1, шт:1"
"полотно 2,64*2,52",2,2,0,2,0,шт:2
полотно 280*15 премиум,2,1,1,1,0,"—:1, шт:1"
"полотно 3,44*1,29",2,2,0,2,0,шт:2
полотно 309*390,2,1,1,1,0,"—:1, шт:1"
полотно 330 на 285 мсд классик гарпун обычный усадка 7 проц,2,2,0,2,0,—:2
полотно msd premium treanslucent прозрачное 320 см,2,2,2,0,0,"—:1, шт:1"
полотно msd premium белое матовое размер 104х85 гарпун обычный белый,2,2,0,2,0,шт:2
полотно бауф 205 бел сатин,2,2,0,2,0,—:2
полотно белый мат классик,2,2,1,1,0,"—:1, шт:1"
"полотно белый мат премиум 3,25×2,24",2,1,2,0,0,"—:1, шт:1"
полотно белый матовый теплой натяжки,2,1,0,2,0,"шт:1, —:1"
полотно детская 265/35 бауф белый,2,2,0,2,0,—:2
полотно детская 395/35 бауф белый,2,2,0,2,0,—:2
полотно кабинет 320/30 бауф черный,2,2,0,2,0,—:2
полотно мат классик 301*559,2,1,1,1,0,"шт:1, —:1"
полотно мат эво на обычном гарпуне 95/95,2,1,1,1,0,"шт:1, —:1"
полотно мсд классик 2.12 на 1.69,2,1,1,1,0,"шт:1, —:1"
полотно мсд классик бел мат,2,2,2,0,0,"шт:1, —:1"
полотно мсд классик бел мат гарпун белый усадка 9%,2,2,0,2,0,—:2
полотно мсд классик белый матовый 550 на 320,2,2,0,2,0,—:2
полотно мсд премиум бел мат гарпун белый усадка 9%,2,2,0,2,0,"шт:1, —:1"
полотно мсд эво,2,2,1,1,0,"шт:1, —:1"
полотно мсд эволюшен,2,2,0,2,0,—:2
полотно премиум белый мат,2,2,0,2,0,—:2
полотно прямоугольник 229*252,2,1,2,0,0,"—:1, шт:1"
полотно тектум км2 противопожарное,2,1,0,2,0,"шт:1, —:1"
полоточно мсд эволюшн,2,2,0,2,0,—:2
полупрозрачка кд2,2,2,1,1,0,"—:1, шт:1"
полупрозрачные полотна 49см*138см,2,2,2,0,0,шт:2
потолка,2,2,0,2,0,шт:2
потолка эволюшен чёрный гарпун,2,1,2,0,0,"—:1, шт:1"
потолки белый мат классик,2,2,2,0,0,шт:2
потолки белый мат мсд премиум,2,2,0,2,0,—:2
потолки белый сатин,2,2,0,1,1,—:2
потолки мат эво кд2,2,2,0,1,1,—:2
потолки мсд прем бел мат,2,1,0,1,1,"шт:1, —:1"
потолок 138/191,2,1,1,1,0,"шт:1, —:1"
"потолок 2,2*4,6",2,2,2,0,0,шт:2
"потолок 2,8*4,2",2,2,2,0,0,шт:2
"потолок 3,3*3,2",2,2,2,0,0,шт:2
потолок бауф,2,2,0,2,0,"—:1, м:1"
потолок белый мат премиум,2,2,0,2,0,—:2
потолок мат прем 313*218,2,1,1,1,0,"шт:1, —:1"
потолок мат прем 313*307,2,1,1,1,0,"шт:1, —:1"
потолок матовый,2,2,0,2,0,—:2
потолочки,2,2,2,0,0,"палка:1, м:1"
потолочку,2,2,2,0,0,"мп:1, м.п.:1"
потолочная,2,2,2,0,0,м:2
потолочного профиля,2,2,2,0,0,м:2
потолочный евро краб,2,2,2,0,0,м:2
потолочный профиль алюминий,2,2,2,0,0,м:2
потолочный профиль евро краб,2,2,2,0,0,м:2
прессшайба 32 мм острые,2,2,2,0,0,шт:2
прессшайба острая 19 мм,2,2,2,0,0,кг:2
пресшайба со сверлом,2,2,2,0,0,"гр:1, грамм:1"
прищепка,2,2,1,1,0,"—:1, м:1"
прищепка для ткани белая стеновая,2,2,2,0,0,м:2
прищепка по периметру,2,2,0,2,0,—:2
прищепка стена белая,2,2,2,0,0,"палка:1, м:1"
прищепка черная,2,2,1,1,0,"—:1, м:1"
прищепка черная стеновая,2,2,2,0,0,м:2
пробки,2,2,2,0,0,уп:2
пробки(дюбель) 6*35,2,2,2,0,0,пачка:2
провод 0.75гост,2,2,2,0,0,м:2
провод 1.5,2,2,2,0,0,м:2
провод 2 075 гост,2,1,2,0,0,"м:1, м п:1"
провод 2/0.75 гост,2,2,1,1,0,"м:1, —:1"
"провод 2×0,75",2,2,2,0,0,м:2
провод 2×0.75,2,2,2,0,0,м:2
провод 2×1.5 жёсткий,2,2,2,0,0,м:2
провод 2х0.75мм гост,2,2,2,0,0,м:2
провод 75/100 гост,2,2,2,0,0,м:2
"провод ввг 2х1,5",2,2,2,0,0,м:2
провод ввг 2х1.5,2,2,2,0,0,м:2
провод ввгнг гост,2,1,2,0,0,"м:1, м.п:1"
провод гост 2*075,2,2,2,0,0,м:2
провод гост 2х075,2,2,2,0,0,м:2
провод шввп 075 гост,2,2,2,0,0,м:2
провод шввп 2х075,2,1,2,0,0,"пм:1, м:1"
провод шввп ту,2,2,2,0,0,м:2
провода двужильного,2,2,2,0,0,м:2
проводка,2,2,2,0,0,м:2
проспект будённого,2,2,0,0,2,—:2
протектор 35мм,2,2,1,1,0,"шт:1, —:1"
протекторное кольцо d 040мм,2,2,2,0,0,шт:2
протекторное кольцо d 075мм,2,2,2,0,0,шт:2
протекторное кольцо d 130мм,2,2,2,0,0,шт:2
проф стандарт,2,2,2,0,0,м:2
профиль 130,2,2,2,0,0,палка:2
профиль 130гр,2,2,1,1,0,"—:1, м:1"
профиль 135гр по периметру,2,2,1,1,0,—:2
"профиль airkraab 2,0 стеновой теневой 2.0м + соединитель прямой",2,2,2,0,0,м:2
профиль alform shade box теневой белый 2 п.м.,2,2,1,1,0,"м:1, —:1"
профиль alteza gardina p 50 карниз двухрядный чёрный мат. 3.2 п.м.,2,2,2,0,0,"м:1, шт:1"
профиль alteza gardina p 70 карниз двухрядный белый мат. 2 п.м.,2,2,2,0,0,шт:2
профиль alteza sigma plus led белый,2,2,2,0,0,м:2
профиль cerutti venezia p потолочный теневой чёрный 2 п.м.,2,2,2,0,0,шт:2
профиль double eurolumfer (дабл) черный,2,2,2,0,0,м:2
профиль eurokraab box теневой усиленный потолочный профиль,2,2,2,0,0,м:2
